transacao_id,imovel_id,bairro,tipo_imovel,area_m2,quartos,condicao,preco_total,preco_m2,comprador_id,comprador_cnpj,forma_pagamento,ano_transacao,mes_transacao,dias_no_mercado
TX-00994,IMO-00994,Montese,Apartamento,39,3,Usado,125151.83,3209.02,CPF-02935,,À vista,2024,1,49.0
TX-00995,IMO-00995,Parangaba,Apartamento,101,4,Usado,439140.72,4347.93,CPF-00391,,À vista,2022,1,79.0
TX-00996,IMO-00996,Montese,Cobertura,197,4,Novo,952309.53,4834.06,CPF-00844,,Financiamento,2022,1,48.0
TX-00997,IMO-00997,Meireles,Casa,172,4,Novo,1918640.08,11154.88,CPF-07070,,Financiamento,2023,3,57.0
TX-00998,IMO-00998,Maraponga,Apartamento,66,3,Usado,306995.79,4651.45,CPF-06192,,Financiamento,2023,12,106.0
TX-00999,IMO-00999,Parquelândia,Casa,101,3,Novo,632369.53,6261.08,CPF-03930,,À vista,2023,2,46.0
TX-01000,IMO-01000,Messejana,Apartamento,72,3,Usado,382725.55,5315.63,CPF-09017,CNPJ-08003,À vista,2024,9,193.0
TX-01001,IMO-01001,Montese,Apartamento,86,3,Novo,448737.4,5217.88,CPF-01384,,Financiamento,2022,5,49.0
TX-01002,IMO-01002,Parquelândia,Casa,176,3,Novo,1250478.82,7104.99,CPF-07710,,Financiamento,2024,11,102.0
TX-01003,IMO-01003,Centro,Flat/Studio,38,1,Novo,164412.15,4326.64,CPF-02090,,À vista,2024,10,84.0
TX-01004,IMO-01004,Eusébio,Apartamento,55,3,Usado,601040.09,10928.0,CPF-09011,,À vista,2023,6,89.0
TX-01005,IMO-01005,Parquelândia,Apartamento,49,3,Novo,279920.78,5712.67,CPF-06489,,Financiamento,2024,8,5.0
TX-01006,IMO-01006,Eusébio,Apartamento,87,2,Novo,481324.02,5532.46,CPF-04206,,Financiamento,2022,7,153.0
TX-01007,IMO-01007,Centro,Flat/Studio,40,1,Usado,197459.37,4936.48,CPF-01292,,À vista,2023,6,174.0
TX-01008,IMO-01008,Montese,Casa,190,3,Novo,1326176.95,6979.88,CPF-09014,,À vista,2024,2,126.0
TX-01009,IMO-01009,Centro,Apartamento,101,2,Usado,564699.14,5591.08,CPF-00015,,Financiamento,2023,9,18.0
TX-01010,IMO-01010,Parangaba,Flat/Studio,45,1,Novo,161705.23,3593.45,CPF-04123,,À vista,2023,7,31.0
TX-01011,IMO-01011,Parangaba,Cobertura,211,4,Usado,843962.84,3999.82,CPF-04850,,À vista,2022,3,128.0
TX-01012,IMO-01012,Aquiraz (Beach Park),Casa,121,4,Usado,978646.12,8087.98,CPF-00752,,À vista,2023,5,195.0
TX-01013,IMO-01013,Caucaia,Casa,153,3,Usado,496564.67,3245.52,CPF-01229,,À vista,2024,5,133.0
TX-01014,IMO-01014,Dionísio Torres,Cobertura,125,3,Usado,1242106.83,9936.85,CPF-05216,,À vista,2022,6,14.0
TX-01015,IMO-01015,Eusébio,Apartamento,49,4,Novo,352895.82,7201.96,CPF-00818,,À vista,2024,11,204.0
TX-01016,IMO-01016,Cocó,Apartamento,68,3,Usado,506171.72,7443.7,CPF-03431,,À vista,2024,8,90.0
TX-01017,IMO-01017,Caucaia,Apartamento,54,2,Usado,196038.0,3630.33,CPF-02934,,À vista,2024,1,68.0
TX-01018,IMO-01018,Caucaia,Apartamento,36,4,Novo,130135.77,3614.88,CPF-06434,,Financiamento,2022,1,
TX-01019,IMO-01019,Fátima,Apartamento,64,4,Usado,456276.21,7129.32,CPF-00549,,À vista,2023,5,205.0
TX-01020,IMO-01020,Maraponga,Apartamento,87,3,Novo,462948.43,5321.25,CPF-04382,,À vista,2024,1,108.0
TX-01021,IMO-01021,Eusébio,Cobertura,136,4,Usado,1431674.96,10527.02,CPF-09008,CNPJ-08004,À vista,2022,10,179.0
TX-01022,IMO-01022,Maracanaú,Apartamento,100,4,Novo,305189.42,3051.89,CPF-05294,,À vista,2023,7,79.0
TX-01023,IMO-01023,Papicu,Casa,141,3,Novo,942226.72,6682.46,CPF-01237,,Financiamento,2024,3,134.0
TX-01024,IMO-01024,Dionísio Torres,Flat/Studio,39,1,Novo,510425.22,13087.83,CPF-05739,,Financiamento,2022,11,34.0
TX-01025,IMO-01025,Caucaia,Casa,173,2,Usado,648659.17,3749.47,CPF-03241,,À vista,2024,8,160.0
TX-01026,IMO-01026,Aldeota,Apartamento,45,3,Usado,410304.23,9117.87,CPF-01401,,À vista,2024,3,90.0
TX-01027,IMO-01027,Fátima,Apartamento,75,4,Novo,622813.96,8304.19,CPF-05476,,À vista,2023,4,60.0
TX-01028,IMO-01028,Messejana,Casa,133,4,Usado,541690.38,4072.86,CPF-01878,,Financiamento,2022,7,142.0
TX-01029,IMO-01029,Parquelândia,Cobertura,158,3,Usado,1059630.4,6706.52,CPF-01830,,À vista,2024,12,81.0
TX-01030,IMO-01030,Aldeota,Apartamento,61,3,Novo,655644.22,10748.27,CPF-07992,,À vista,2022,5,77.0
TX-01031,IMO-01031,Dionísio Torres,Apartamento,67,3,Usado,576972.36,8611.53,CPF-01397,,À vista,2024,11,60.0
TX-01032,IMO-01032,Maracanaú,Apartamento,87,4,Novo,214417.97,2464.57,CPF-00419,,À vista,2024,10,78.0
TX-01033,IMO-01033,Edson Queiroz,Apartamento,44,1,Novo,450180.73,10231.38,CPF-01947,,Financiamento,2024,10,190.0
TX-01034,IMO-01034,Edson Queiroz,Flat/Studio,55,1,Novo,373336.0,6787.93,CPF-06036,,À vista,2022,1,74.0
TX-01035,IMO-01035,Varjota,Casa,146,3,Usado,1285723.62,8806.33,CPF-07950,,À vista,2024,7,29.0
TX-01036,IMO-01036,Centro,Apartamento,86,4,Usado,381107.64,4431.48,CPF-05468,,Financiamento,2024,11,32.0
TX-01037,IMO-01037,Caucaia,Casa,112,3,Usado,375417.71,3351.94,CPF-04997,,À vista,2024,4,207.0
TX-01038,IMO-01038,Montese,Apartamento,107,2,Usado,662844.89,6194.81,CPF-00847,,À vista,2024,10,148.0
TX-01039,IMO-01039,Varjota,Apartamento,47,3,Novo,386314.27,8219.45,CPF-06128,,À vista,2024,2,185.0
TX-01040,IMO-01040,Aldeota,Casa,99,4,Usado,1022550.18,10328.79,CPF-06399,,À vista,2022,5,135.0
TX-01041,IMO-01041,Luciano Cavalcante,Apartamento,101,3,Usado,955112.54,9456.56,CPF-03183,,Financiamento,2024,6,49.0
TX-01042,IMO-01042,Centro,Flat/Studio,27,1,Novo,141128.39,5226.98,CPF-05299,,À vista,2023,3,85.0
TX-01043,IMO-01043,Meireles,Flat/Studio,26,1,Usado,232242.73,8932.41,CPF-00569,,À vista,2024,11,51.0
TX-01044,IMO-01044,Edson Queiroz,Flat/Studio,33,1,Usado,179229.3,5431.19,CPF-01522,,À vista,2024,11,72.0
TX-01045,IMO-01045,Cocó,Apartamento,90,3,Usado,898763.83,9986.26,CPF-02697,,À vista,2024,3,57.0
TX-01046,IMO-01046,Benfica,Flat/Studio,30,1,Usado,176275.29,5875.84,CPF-06700,,À vista,2022,11,16.0
TX-01047,IMO-01047,Cocó,Flat/Studio,36,1,Novo,458026.64,12722.96,CPF-03935,,Financiamento,2023,10,101.0
TX-01048,IMO-01048,Luciano Cavalcante,Apartamento,53,4,Usado,378709.29,7145.46,CPF-05650,,À vista,2024,11,89.0
TX-01049,IMO-01049,Benfica,Casa,60,2,Usado,258742.76,4312.38,CPF-05683,,Financiamento,2024,4,80.0
TX-01050,IMO-01050,Papicu,Cobertura,143,5,Usado,802508.17,5611.95,CPF-04362,,À vista,2023,10,184.0
TX-01051,IMO-01051,Caucaia,Casa,170,3,Usado,599634.97,3527.26,CPF-01326,,Financiamento,2023,11,77.0
TX-01052,IMO-01052,Fátima,Apartamento,106,3,Novo,770033.47,7264.47,CPF-07658,,À vista,2023,5,103.0
TX-01053,IMO-01053,Meireles,Casa,124,4,Usado,1829939.93,14757.58,CPF-09008,CNPJ-08005,À vista,2024,4,111.0
TX-01054,IMO-01054,Varjota,Apartamento,59,3,Usado,613963.61,10406.16,CPF-06945,,À vista,2023,9,119.0
TX-01055,IMO-01055,Parquelândia,Cobertura,159,4,Usado,658369.73,4140.69,CPF-01045,,À vista,2023,4,134.0
TX-01056,IMO-01056,Varjota,Apartamento,95,1,Usado,663807.37,6987.45,CPF-06589,,À vista,2022,10,136.0
TX-01057,IMO-01057,Maraponga,Apartamento,45,3,Usado,211396.36,4697.7,CPF-04969,,Financiamento,2023,8,122.0
TX-01058,IMO-01058,Luciano Cavalcante,Apartamento,118,2,Novo,1125197.56,9535.57,CPF-03268,,Financiamento,2023,11,5.0
TX-01059,IMO-01059,Parangaba,Casa,140,2,Usado,568186.62,4058.48,CPF-00684,,Financiamento,2022,11,104.0
TX-01060,IMO-01060,Aldeota,Apartamento,73,2,Novo,771877.96,10573.67,CPF-00334,,À vista,2023,2,46.0
TX-01061,IMO-01061,Benfica,Cobertura,184,3,Novo,979156.71,5321.5,CPF-01010,,À vista,2024,11,28.0
TX-01062,IMO-01062,Aquiraz (Beach Park),Apartamento,59,3,Novo,472623.45,8010.57,CPF-07094,,Financiamento,2023,6,147.0
TX-01063,IMO-01063,Cocó,Apartamento,63,3,Novo,552620.36,8771.75,CPF-03494,,À vista,2023,1,144.0
TX-01064,IMO-01064,Eusébio,Apartamento,37,2,Novo,242164.24,6544.98,CPF-01299,,À vista,2024,6,131.0
TX-01065,IMO-01065,Maraponga,Casa,215,4,Novo,1104017.51,5134.97,CPF-06375,,À vista,2023,4,50.0
TX-01066,IMO-01066,Messejana,Apartamento,59,3,Usado,209851.57,3556.81,CPF-02161,,À vista,2024,10,33.0
TX-01067,IMO-01067,Parquelândia,Apartamento,59,3,Usado,317102.54,5374.62,CPF-02809,,À vista,2024,1,5.0
TX-01068,IMO-01068,Edson Queiroz,Apartamento,43,3,Usado,461957.69,10743.2,CPF-09012,,À vista,2023,11,197.0
TX-01069,IMO-01069,Aquiraz (Beach Park),Apartamento,107,2,Usado,756692.14,7071.89,CPF-04731,,Financiamento,2023,11,85.0
TX-01070,IMO-01070,Parquelândia,Casa,218,4,Novo,1890217.39,8670.72,CPF-09014,,À vista,2024,11,133.0
TX-01071,IMO-01071,Maracanaú,Casa,183,4,Novo,579751.07,3168.04,CPF-00689,,À vista,2023,4,82.0
TX-01072,IMO-01072,Montese,Flat/Studio,39,1,Novo,206713.78,5300.35,CPF-00656,,À vista,2024,6,44.0
TX-01073,IMO-01073,Messejana,Flat/Studio,44,1,Usado,208642.5,4741.88,CPF-03639,,À vista,2023,10,98.0
TX-01074,IMO-01074,Dionísio Torres,Apartamento,73,3,Usado,311695.0,4269.79,CPF-05474,,Financiamento,2022,1,53.0
TX-01075,IMO-01075,Fátima,Casa,116,5,Usado,874172.34,7535.97,CPF-02735,,À vista,2022,2,16.0
TX-01076,IMO-01076,Papicu,Flat/Studio,30,1,Novo,229654.7,7655.16,CPF-02737,,À vista,2022,10,96.0
TX-01077,IMO-01077,Maraponga,Casa,179,4,Usado,842234.0,4705.22,CPF-05683,,À vista,2024,2,68.0
TX-01078,IMO-01078,Messejana,Flat/Studio,20,1,Usado,81708.33,4085.42,CPF-00825,,À vista,2023,2,5.0
TX-01079,IMO-01079,Aquiraz (Beach Park),Apartamento,65,4,Novo,528789.65,8135.23,CPF-01082,,À vista,2024,4,103.0
TX-01080,IMO-01080,Montese,Apartamento,69,2,Usado,327659.54,4748.69,CPF-01605,,Financiamento,2024,5,195.0
TX-01081,IMO-01081,Aldeota,Apartamento,65,2,Usado,737769.96,11350.31,CPF-04943,,Financiamento,2023,4,50.0
TX-01082,IMO-01082,Dionísio Torres,Casa,167,5,Usado,1802845.89,10795.48,CPF-07194,,À vista,2023,9,12.0
TX-01083,IMO-01083,Meireles,Apartamento,85,3,Novo,991672.73,11666.74,CPF-02331,,À vista,2023,2,53.0
TX-01084,IMO-01084,Maraponga,Apartamento,58,2,Usado,242105.63,4174.24,CPF-06234,,À vista,2023,1,130.0
TX-01085,IMO-01085,Varjota,Apartamento,101,3,Novo,999960.75,9900.6,CPF-01057,,À vista,2022,4,57.0
TX-01086,IMO-01086,Aldeota,Apartamento,43,3,Usado,431104.71,10025.69,CPF-03381,,À vista,2023,2,124.0
TX-01087,IMO-01087,Fátima,Apartamento,72,3,Usado,414965.5,5763.41,CPF-07172,,À vista,2023,4,123.0
TX-01088,IMO-01088,Dionísio Torres,Flat/Studio,41,1,Usado,375665.99,9162.59,CPF-05977,,À vista,2024,2,117.0
TX-01089,IMO-01089,Meireles,Apartamento,54,3,Usado,683939.53,12665.55,CPF-02557,,À vista,2022,7,55.0
TX-01090,IMO-01090,Parangaba,Casa,197,4,Usado,976951.79,4959.15,CPF-01371,,À vista,2024,5,54.0
TX-01091,IMO-01091,Luciano Cavalcante,Apartamento,30,2,Novo,263288.77,8776.29,CPF-03420,,Financiamento,2023,10,67.0
TX-01092,IMO-01092,Aquiraz (Beach Park),Apartamento,84,3,Usado,583064.12,6941.24,CPF-06660,,Financiamento,2023,7,95.0
TX-01093,IMO-01093,Cocó,Apartamento,103,4,Usado,764365.09,7421.02,CPF-05539,,À vista,2024,3,135.0
TX-01094,IMO-01094,Edson Queiroz,Casa,129,2,Usado,1044407.87,8096.19,CPF-05317,,Financiamento,2022,10,23.0
TX-01095,IMO-01095,Centro,Flat/Studio,25,1,Usado,223402.43,8936.1,CPF-09001,,À vista,2022,4,118.0
TX-01096,IMO-01096,Fátima,Apartamento,91,3,Novo,730668.11,8029.32,CPF-03500,,À vista,2024,9,232.0
TX-01097,IMO-01097,Montese,Apartamento,30,4,Novo,148797.58,4959.92,CPF-01406,,À vista,2024,4,126.0
TX-01098,IMO-01098,Centro,Casa,212,2,Usado,1039864.67,4905.02,CPF-07875,,À vista,2022,6,140.0
TX-01099,IMO-01099,Centro,Casa,161,4,Novo,1087617.24,6755.39,CPF-05329,,À vista,2023,12,159.0
TX-01100,IMO-01100,Luciano Cavalcante,Casa,185,4,Usado,1328506.99,7181.12,CPF-03072,,Financiamento,2024,2,112.0
TX-01101,IMO-01101,Montese,Cobertura,140,4,Usado,663997.54,4742.84,CPF-03234,,À vista,2022,8,132.0
TX-01102,IMO-01102,Messejana,Casa,104,4,Novo,509751.69,4901.46,CPF-00763,,À vista,2022,7,10.0
TX-01103,IMO-01103,Papicu,Casa,64,2,Usado,686859.65,10732.18,CPF-09019,CNPJ-08002,À vista,2022,3,128.0
TX-01104,IMO-01104,Luciano Cavalcante,Flat/Studio,39,1,Novo,288689.06,7402.28,CPF-05360,,À vista,2024,11,112.0
TX-01105,IMO-01105,Maracanaú,Apartamento,81,4,Usado,195529.67,2413.95,CPF-02690,,À vista,2023,1,75.0
TX-01106,IMO-01106,Varjota,Apartamento,66,4,Novo,797831.14,12088.35,CPF-02642,,À vista,2024,8,161.0
TX-01107,IMO-01107,Parquelândia,Casa,68,5,Novo,568949.09,8366.9,CPF-02139,,À vista,2022,7,49.0
TX-01108,IMO-01108,Caucaia,Flat/Studio,33,1,Usado,81714.49,2476.2,CPF-04110,,À vista,2022,3,257.0
TX-01109,IMO-01109,Maraponga,Casa,114,3,Novo,577280.21,5063.86,CPF-05171,,À vista,2024,7,118.0
TX-01110,IMO-01110,Maracanaú,Casa,219,4,Usado,398158.66,1818.08,CPF-07398,,Financiamento,2023,2,28.0
TX-01111,IMO-01111,Papicu,Flat/Studio,33,1,Novo,262703.05,7960.7,CPF-06909,,Financiamento,2024,10,99.0
TX-01112,IMO-01112,Fátima,Apartamento,58,3,Usado,592758.94,10219.98,CPF-09011,,À vista,2024,11,140.0
TX-01113,IMO-01113,Messejana,Apartamento,109,3,Usado,345816.32,3172.63,CPF-04382,,À vista,2024,12,88.0
TX-01114,IMO-01114,Maracanaú,Flat/Studio,20,1,Usado,65192.6,3259.63,CPF-02680,,À vista,2022,9,78.0
TX-01115,IMO-01115,Cocó,Apartamento,110,2,Usado,1038101.09,9437.28,CPF-05149,,À vista,2023,2,201.0
TX-01116,IMO-01116,Parangaba,Flat/Studio,36,1,Usado,192445.88,5345.72,CPF-00841,,Financiamento,2023,6,79.0
TX-01117,IMO-01117,Messejana,Casa,60,3,Usado,482665.49,8044.42,CPF-09019,,À vista,2024,6,59.0
TX-01118,IMO-01118,Montese,Apartamento,117,4,Novo,571366.9,4883.48,CPF-06034,,À vista,2024,7,95.0
TX-01119,IMO-01119,Parangaba,Apartamento,64,4,Usado,298523.6,4664.43,CPF-07242,,Financiamento,2023,6,13.0
TX-01120,IMO-01120,Benfica,Casa,181,2,Novo,1016877.17,5618.11,CPF-06208,,À vista,2022,2,5.0
TX-01121,IMO-01121,Caucaia,Casa,195,3,Usado,594080.73,3046.57,CPF-00797,,Financiamento,2023,12,179.0
TX-01122,IMO-01122,Messejana,Cobertura,188,3,Usado,907703.25,4828.21,CPF-00746,,Financiamento,2024,6,100.0
TX-01123,IMO-01123,Cocó,Casa,150,5,Usado,1351232.61,9008.22,CPF-00262,,À vista,2024,10,82.0
TX-01124,IMO-01124,Dionísio Torres,Flat/Studio,39,1,Novo,386137.13,9900.95,CPF-05747,,À vista,2023,4,112.0
TX-01125,IMO-01125,Messejana,Apartamento,117,1,Novo,473567.95,4047.59,CPF-00343,,À vista,2024,2,79.0
TX-01126,IMO-01126,Parangaba,Apartamento,36,3,Usado,157812.59,4383.68,CPF-00692,,Financiamento,2022,12,11.0
TX-01127,IMO-01127,Edson Queiroz,Casa,103,4,Usado,693562.63,6733.62,CPF-05633,,À vista,2023,6,74.0
TX-01128,IMO-01128,Papicu,Casa,162,4,Usado,1039506.06,6416.7,CPF-01028,,Financiamento,2022,2,174.0
TX-01129,IMO-01129,Parangaba,Apartamento,51,3,Usado,252780.66,4956.48,CPF-06881,,À vista,2023,5,5.0
TX-01130,IMO-01130,Meireles,Flat/Studio,42,1,Novo,511381.09,12175.74,CPF-05314,,À vista,2023,2,107.0
TX-01131,IMO-01131,Aquiraz (Beach Park),Flat/Studio,37,1,Usado,280634.79,7584.72,CPF-07798,,À vista,2024,6,147.0
TX-01132,IMO-01132,Fátima,Casa,60,4,Usado,389305.81,6488.43,CPF-06621,,À vista,2022,5,129.0
TX-01133,IMO-01133,Luciano Cavalcante,Casa,105,3,Novo,1449230.49,13802.2,CPF-09006,CNPJ-08003,À vista,2022,8,52.0
TX-01134,IMO-01134,Parquelândia,Cobertura,132,4,Novo,758579.41,5746.81,CPF-05857,,À vista,2024,12,37.0
TX-01135,IMO-01135,Maracanaú,Apartamento,92,3,Usado,291943.06,3173.29,CPF-07505,,À vista,2022,8,50.0
TX-01136,IMO-01136,Papicu,Casa,60,3,Novo,469142.79,7819.05,CPF-03916,,Financiamento,2024,3,67.0
TX-01137,IMO-01137,Maracanaú,Apartamento,73,3,Usado,206850.77,2833.57,CPF-04478,,À vista,2023,8,129.0
TX-01138,IMO-01138,Benfica,Apartamento,30,4,Novo,195599.42,6519.98,CPF-04321,,Financiamento,2023,4,183.0
TX-01139,IMO-01139,Aldeota,Apartamento,52,1,Novo,655702.87,12609.67,CPF-00078,,Financiamento,2023,4,232.0
TX-01140,IMO-01140,Centro,Apartamento,82,2,Usado,491374.2,5992.37,CPF-02836,,À vista,2024,10,65.0
TX-01141,IMO-01141,Maraponga,Casa,60,2,Novo,308646.72,5144.11,CPF-05222,,À vista,2023,1,201.0
TX-01142,IMO-01142,Maracanaú,Casa,206,3,Novo,696473.24,3380.94,CPF-07742,,Financiamento,2024,3,33.0
TX-01143,IMO-01143,Centro,Casa,228,2,Usado,994616.74,4362.35,CPF-01363,,À vista,2022,3,117.0
TX-01144,IMO-01144,Maracanaú,Apartamento,72,4,Novo,222306.86,3087.6,CPF-00976,,À vista,2023,4,165.0
TX-01145,IMO-01145,Caucaia,Apartamento,72,3,Usado,234553.9,3257.69,CPF-01139,,À vista,2024,5,41.0
TX-01146,IMO-01146,Parquelândia,Casa,100,5,Usado,505638.62,5056.39,CPF-02664,,À vista,2024,7,119.0
TX-01147,IMO-01147,Montese,Casa,198,4,Novo,969336.95,4895.64,CPF-01312,,Financiamento,2024,12,300.0
TX-01148,IMO-01148,Maracanaú,Casa,134,4,Usado,629066.77,4694.53,CPF-09014,,À vista,2023,8,32.0
TX-01149,IMO-01149,Maracanaú,Apartamento,56,2,Novo,130132.95,2323.8,CPF-00282,,À vista,2023,10,201.0
TX-01150,IMO-01150,Aquiraz (Beach Park),Flat/Studio,32,1,Usado,222928.94,6966.53,CPF-02291,,À vista,2023,9,178.0
TX-01151,IMO-01151,Cocó,Apartamento,30,3,Novo,391924.41,13064.15,CPF-01960,,À vista,2023,12,5.0
TX-01152,IMO-01152,Luciano Cavalcante,Apartamento,71,1,Usado,560059.67,7888.16,CPF-04350,,À vista,2022,12,5.0
TX-01153,IMO-01153,Edson Queiroz,Cobertura,212,5,Usado,1626539.05,7672.35,CPF-07489,,À vista,2023,9,5.0
TX-01154,IMO-01154,Eusébio,Casa,188,4,Novo,1057040.36,5622.56,CPF-04222,,À vista,2023,7,164.0
TX-01155,IMO-01155,Montese,Apartamento,86,3,Usado,270796.72,3148.8,CPF-07659,,À vista,2022,8,80.0
TX-01156,IMO-01156,Edson Queiroz,Apartamento,50,1,Usado,698864.03,13977.28,CPF-09017,CNPJ-08005,À vista,2023,4,5.0
TX-01157,IMO-01157,Montese,Apartamento,67,2,Usado,304512.51,4544.96,CPF-04672,,À vista,2024,1,127.0
TX-01158,IMO-01158,Messejana,Cobertura,160,5,Usado,554083.94,3463.02,CPF-05734,,À vista,2023,8,153.0
TX-01159,IMO-01159,Papicu,Apartamento,33,3,Novo,248908.22,7542.67,CPF-05638,,Financiamento,2024,5,60.0
TX-01160,IMO-01160,Papicu,Apartamento,72,1,Usado,568964.25,7902.28,CPF-01480,,Financiamento,2023,12,6.0
TX-01161,IMO-01161,Montese,Apartamento,49,2,Usado,261501.56,5336.77,CPF-04805,,À vista,2024,9,72.0
TX-01162,IMO-01162,Dionísio Torres,Apartamento,84,4,Novo,692940.16,8249.29,CPF-03849,,Financiamento,2023,5,136.0
TX-01163,IMO-01163,Edson Queiroz,Casa,184,4,Usado,1185771.13,6444.41,CPF-05253,,À vista,2022,7,64.0
TX-01164,IMO-01164,Meireles,Casa,164,2,Usado,1619623.72,9875.75,CPF-07602,,À vista,2023,5,26.0
TX-01165,IMO-01165,Luciano Cavalcante,Casa,60,2,Novo,559349.16,9322.49,CPF-01774,,À vista,2022,9,143.0
TX-01166,IMO-01166,Caucaia,Casa,235,4,Usado,666502.46,2836.18,CPF-06276,,Financiamento,2024,1,5.0
TX-01167,IMO-01167,Messejana,Apartamento,113,2,Usado,466520.33,4128.5,CPF-05476,,À vista,2022,11,116.0
TX-01168,IMO-01168,Papicu,Apartamento,88,2,Novo,851960.85,9681.37,CPF-04928,,Financiamento,2022,9,81.0
TX-01169,IMO-01169,Dionísio Torres,Flat/Studio,38,1,Novo,465291.39,12244.51,CPF-06567,,À vista,2024,7,38.0
TX-01170,IMO-01170,Caucaia,Apartamento,91,3,Novo,305510.95,3357.26,CPF-02948,,Financiamento,2024,1,84.0
TX-01171,IMO-01171,Eusébio,Casa,127,4,Usado,712669.75,5611.57,CPF-06683,,À vista,2022,12,79.0
TX-01172,IMO-01172,Benfica,Apartamento,47,3,Usado,197051.96,4192.59,CPF-01009,,À vista,2024,1,36.0
TX-01173,IMO-01173,Parangaba,Apartamento,123,3,Novo,577834.2,4697.84,CPF-00328,,À vista,2022,12,11.0
TX-01174,IMO-01174,Luciano Cavalcante,Cobertura,202,3,Usado,1660209.91,8218.86,CPF-04699,,Financiamento,2024,12,42.0
TX-01175,IMO-01175,Maracanaú,Casa,289,4,Usado,1145525.79,3963.76,CPF-04210,,Financiamento,2023,4,118.0
TX-01176,IMO-01176,Eusébio,Casa,85,2,Novo,518735.73,6102.77,CPF-03372,,Financiamento,2024,1,34.0
TX-01177,IMO-01177,Edson Queiroz,Apartamento,52,3,Usado,319611.25,6146.37,CPF-03765,,À vista,2023,8,172.0
TX-01178,IMO-01178,Maracanaú,Cobertura,178,3,Usado,452861.02,2544.16,CPF-02277,,À vista,2022,8,
TX-01179,IMO-01179,Maraponga,Casa,174,4,Usado,873042.09,5017.48,CPF-05847,,Financiamento,2022,3,168.0
TX-01180,IMO-01180,Edson Queiroz,Casa,212,2,Usado,1880462.69,8870.11,CPF-02108,,Financiamento,2024,6,116.0
TX-01181,IMO-01181,Messejana,Apartamento,45,3,Usado,146762.82,3261.4,CPF-05623,,À vista,2023,4,143.0
TX-01182,IMO-01182,Benfica,Apartamento,54,1,Usado,191243.26,3541.54,CPF-02702,,À vista,2022,2,176.0
TX-01183,IMO-01183,Eusébio,Apartamento,85,2,Usado,533124.08,6272.05,CPF-03127,,À vista,2024,11,26.0
TX-01184,IMO-01184,Dionísio Torres,Apartamento,93,3,Usado,671172.61,7216.91,CPF-02036,,Financiamento,2024,3,5.0
TX-01185,IMO-01185,Benfica,Apartamento,65,3,Usado,343843.29,5289.9,CPF-03528,,À vista,2023,6,58.0
TX-01186,IMO-01186,Aldeota,Apartamento,56,1,Usado,634854.42,11336.69,CPF-07991,,À vista,2023,12,
TX-01187,IMO-01187,Parangaba,Cobertura,115,3,Usado,407651.11,3544.79,CPF-00199,,À vista,2024,6,155.0
TX-01188,IMO-01188,Aldeota,Casa,126,3,Usado,1527848.8,12125.78,CPF-02606,,À vista,2022,4,26.0
TX-01189,IMO-01189,Parquelândia,Apartamento,58,3,Novo,453543.68,7819.72,CPF-00437,,À vista,2023,7,123.0
TX-01190,IMO-01190,Cocó,Apartamento,86,2,Usado,751616.7,8739.73,CPF-05924,,Financiamento,2023,8,94.0
TX-01191,IMO-01191,Meireles,Casa,164,3,Usado,1576029.13,9609.93,CPF-06701,,À vista,2023,4,129.0
TX-01192,IMO-01192,Eusébio,Apartamento,56,2,Novo,420116.28,7502.08,CPF-07549,,À vista,2023,6,163.0
TX-01193,IMO-01193,Cocó,Apartamento,90,3,Usado,1730381.68,19226.46,CPF-09009,,À vista,2023,6,100.0
TX-01194,IMO-01194,Benfica,Apartamento,84,2,Usado,508279.77,6050.95,CPF-00213,,À vista,2024,2,17.0
TX-01195,IMO-01195,Luciano Cavalcante,Apartamento,88,3,Usado,667527.26,7585.54,CPF-03571,,Financiamento,2024,10,95.0
TX-01196,IMO-01196,Fátima,Cobertura,191,4,Novo,1815395.86,9504.69,CPF-07788,,À vista,2024,11,13.0
TX-01197,IMO-01197,Dionísio Torres,Apartamento,82,2,Usado,791583.88,9653.46,CPF-01505,,À vista,2022,6,89.0
TX-01198,IMO-01198,Parangaba,Apartamento,72,3,Usado,290419.36,4033.6,CPF-02871,,À vista,2023,9,67.0
TX-01199,IMO-01199,Varjota,Apartamento,83,4,Usado,764521.35,9211.1,CPF-06371,,À vista,2024,9,50.0
TX-01200,IMO-01200,Cocó,Apartamento,61,3,Usado,657429.66,10777.54,CPF-05636,,À vista,2024,5,18.0
TX-01201,IMO-01201,Parangaba,Casa,182,5,Usado,627360.53,3447.04,CPF-07565,,Financiamento,2022,5,31.0
TX-01202,IMO-01202,Montese,Apartamento,123,2,Usado,508374.2,4133.12,CPF-06761,,À vista,2024,4,154.0
TX-01203,IMO-01203,Papicu,Apartamento,84,3,Novo,627416.26,7469.24,CPF-03462,,Financiamento,2022,10,120.0
TX-01204,IMO-01204,Messejana,Flat/Studio,40,1,Novo,173078.51,4326.96,CPF-05623,,Financiamento,2023,1,94.0
TX-01205,IMO-01205,Caucaia,Apartamento,36,3,Usado,108555.65,3015.43,CPF-05017,,À vista,2023,11,113.0
TX-01206,IMO-01206,Parangaba,Casa,163,4,Novo,726910.33,4459.57,CPF-00960,,Financiamento,2022,4,35.0
TX-01207,IMO-01207,Maracanaú,Apartamento,30,3,Usado,85552.77,2851.76,CPF-07264,,À vista,2024,11,63.0
